LIMIT_BAL,MALE,FEMALE,GRADSCHOOL,UNIVERSITY,HIGH SCHOOL,OTHERS_EDUC,MARRIED,SINGLE,OTHERS_MARITAL,AGE,INVALID_SEPT_STATUS,PAYDULY_SEPT_STATUS,LESSTHANAMONTHDELAY_SEPT_STATUS,1MONTHDELAY_SEPT_STATUS,2MONTHDELAY_SEPT_STATUS,3MONTDELAY_SEPT_STATUS,4MONTDELAY_SEPT_STATUS,5MONTDELAY_SEPT_STATUS,6MONTDELAY_SEPT_STATUS,7MONTDELAY_SEPT_STATUS,8MONTDELAY_SEPT_STATUS,9MONTDELAY_SEPT_STATUS,INVALID_AUGUST_STATUS,PAYDULY_AUG_STATUS,LESSTHANAMONTHDELAY_AUG_STATUS,1MONTHDELAY_AUG_STATUS,2MONTHDELAY_AUG_STATUS,3MONTHDELAY_AUG_STATUS,4MONTHDELAY_AUG_STATUS,5MONTHDELAY_AUG_STATUS,6MONTHDELAY_AUG_STATUS,7MONTHDELAY_AUG_STATUS,8MONTHDELAY_AUG_STATUS,9MONTHDELAY_AUG_STATUS,INVALID_JUL_STATUS,PAYDULY_JUL_STATUS,LESSTHANAMONTHDELAY_JUL_STATUS,1MONTHDELAY_JUL_STATUS,2MONTHDELAY_JUL_STATUS,3MONTHDELAY_JUL_STATUS,4MONTHDELAY_JUL_STATUS,5MONTHDELAY_JUL_STATUS,6MONTHDELAY_JUL_STATUS,7MONTHDELAY_JUL_STATUS,8MONTHDELAY_JUL_STATUS,9MONTHDELAY_JUL_STATUS,INVALID_JUN_STATUS,PAYDULY_JUN_STATUS,LESSTHANAMONTHDELAY_JUN_STATUS,1MONTHDELAY_JUN_STATUS,2MONTHDELAY_JUN_STATUS,3MONTHDELAY_JUN_STATUS,4MONTHDELAY_JUN_STATUS,5MONTHDELAY_JUN_STATUS,6MONTHDELAY_JUN_STATUS,7MONTHDELAY_JUN_STATUS,8MONTHDELAY_JUN_STATUS,9MONTHDELAY_JUN_STATUS,INVALID_MAY_STATUS,PAYDULY_MAY_STATUS,LESSTHANAMONTHDELAY_MAY_STATUS,1MONTHDELAY_MAY_STATUS,2MONTHDELAY_MAY_STATUS,3MONTHDELAY_MAY_STATUS,4MONTHDELAY_MAY_STATUS,5MONTHDELAY_MAY_STATUS,6MONTHDELAY_MAY_STATUS,7MONTHDELAY_MAY_STATUS,8MONTHDELAY_MAY_STATUS,9MONTHDELAY_MAY_STATUS,INVALID_APR_STATUS,PAYDULY_APR_STATUS,LESSTHANAMONTHDELAY_APR_STATUS,1MONTHDELAY_APR_STATUS,2MONTHDELAY_APR_STATUS,3MONTHDELAY_APR_STATUS,4MONTHDELAY_APR_STATUS,5MONTHDELAY_APR_STATUS,6MONTHDELAY_APR_STATUS,7MONTHDELAY_APR_STATUS,8MONTHDELAY_APR_STATUS,9MONTHDELAY_APR_STATUS,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
0.191919192,0,1,1,0,0,0,0,1,0,0.224137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.147923486,0.067262467,0.086773953,0.161236113,0.081342185,0.262065356,0,0,0.000781215,0,0.002813408,0,0
0.393939394,0,1,0,1,0,0,1,0,0,0.137931034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.500591545,0.444747501,0.30827028,0.49944046,0.43429631,0.540774491,0.019460776,0.008923212,0.033480648,0.019323671,0.028134078,0.04350573,0
0.494949495,0,1,0,0,1,0,1,0,0,0.120689655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.166737015,0.088653593,0.096709424,0.174208213,0.094358481,0.272944753,0.001735443,0.000771853,0.001116022,0.001610306,0.004689013,0.003783107,0
0.04040404,1,0,0,0,1,0,0,1,0,0.068965517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.184425856,0.101548057,0.106157895,0.169214741,0.090157213,0.268686595,0.002013618,0.001056251,0.000357127,0.000805153,0.002344506,0.001891553,0
0.353535354,0,1,1,0,0,0,0,1,0,0.086206897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.167235205,0.092599658,0.103035491,0.191317519,0.259130099,0.261129345,0.005490228,0.002018692,0.003459667,0.236553945,0.000459523,0.005604673,1
0.353535354,0,1,1,0,0,0,1,0,0,0.413793103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146864279,0.067330798,0.086772855,0.160505131,0.081034799,0.261278431,0.001339359,0,0,0.000628019,0.000914358,0.000737706,0
0.121212121,0,1,1,0,0,0,1,0,0,0.24137931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.218471787,0.178078747,0.096084614,0.161390599,0.087683254,0.261893216,0.045790062,0.002968665,0.001484309,0.011425121,0.002789963,0.003953347,1
0.272727273,0,1,1,0,0,0,0,1,0,0.310344828,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.153177045,0.066220433,0.088523202,0.163781361,0.080648088,0.260978723,0,0.002355932,0,0,0,0,0
0.353535354,1,0,1,0,0,0,1,0,0,0.379310345,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.150029511,0.074118257,0.088208052,0.166214513,0.106795703,0.268629728,0.009546083,0.00201513,0.014398911,0.043478261,0,0.130475574,1
0.050505051,0,1,0,1,0,0,0,1,0,0.086206897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.196678852,0.118614455,0.118834185,0.216862317,0.135627488,0.303479609,0,0.002968665,0.00280233,9.66184E-06,0.007033519,0.00567466,0
0.272727273,1,0,0,1,0,0,1,0,0,0.344827586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.266574108,0.197691391,0.160362653,0.296161592,0.231538763,0.37580143,0.007440885,0,0.015907772,0.023913043,0,0.009457767,0
0.232323232,0,1,0,1,0,0,0,1,0,0.293103448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.190988159,0.115043257,0.115452084,0.209572281,0.081944066,0.261903207,0.002289503,0.001781199,0.003348065,0.00210467,0.002820441,0.001064945,0
0.04040404,1,0,0,0,1,0,0,1,0,0.275862069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1872274,0.109853014,0.113221874,0.206154753,0.129550176,0.300281187,0.001144752,0.002395712,0.001116022,0.002254428,0.006564618,0,0
0.232323232,1,0,1,0,0,0,0,1,0,0.344827586,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146603238,0.068708788,0.088156991,0.163118202,0.081005052,0.262313576,0.003001539,0.001959912,0,0.00057971,0.004072408,0.001747795,0
0.414141414,1,0,0,1,0,0,1,0,0,0.224137931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.370796688,0.301335854,0.212102212,0.368270682,0.28947799,0.405536297,0.011154459,0.005671931,0.008485112,0.012608696,0.017004705,0.021423734,0
0.02020202,0,1,0,1,0,0,0,1,0,0.017241379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.171695908,0.09103281,0.101010622,0.184017122,0.098102637,0.260379307,0.002289503,0.000831226,0,0.000805153,0,0.002950823,0
0.161616162,1,0,0,1,0,0,0,1,0,0.137931034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.157278485,0.075710728,0.091835026,0.169557624,0.090546899,0.273156086,0.011447515,0.005937329,0.011160216,0.016075684,0.037190906,0.018915535,0
0.191919192,1,0,1,0,0,0,0,1,0,0.224137931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.321050252,0.233431843,0.137443428,0.287935221,0.211765931,0.306991571,0.009158012,0.002968665,0.061939199,0.00805153,0.011722532,0.016078204,0
0.070707071,0,1,0,1,0,0,1,0,0,0.034482759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.154631795,0.076206122,0.09194758,0.169461542,0.090685718,0.270226633,0.00188884,0,0,0.000610306,0.004902363,1.89155E-06,0
0.272727273,0,1,0,1,0,0,1,0,0,0.603448276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.331260934,0.239275966,0.158959301,0.256015999,0.256299176,0.391091144,0.009206092,0.003978011,0.005733003,0.161030596,0.016411545,0.011956509,0
0.282828283,1,0,0,0,1,0,1,0,0,0.448275862,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.147611122,0.066596249,0.086562023,0.16088381,0.081040748,0.261303791,0.000453322,0.000235118,0.000883889,0,0.000991726,0.000697983,1
0.242424242,0,1,1,0,0,0,1,0,0,0.224137931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.271485217,0.215083306,0.169711747,0.304076165,0.235329522,0.384104876,0.020598659,0,0.006103522,0.00910789,0.015968434,0.00741489,0
0.090909091,1,0,0,1,0,0,1,0,0,0.103448276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.237086217,0.158131095,0.118641471,0.187771881,0.1034333,0.260789677,0.003624283,0,0.001484309,0.002251208,2.81341E-05,0.094577673,1
0.04040404,0,1,0,1,0,0,0,1,0,0.017241379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.171331335,0.0938296,0.102467781,0.186265644,0.108727275,0.28311561,0.001728575,0.000856163,0.001095933,0.001637681,0.002993935,0.001072511,0
0.292929293,0,1,1,0,0,0,0,1,0,0.155172414,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.147127975,0.06933325,0.086344602,0.164225979,0.083297554,0.261593508,0.003763943,0,0.004843534,0.004302738,0.001875605,0.001411099,1
0.121212121,1,0,0,0,1,0,1,0,0,0.603448276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.203697755,0.128835503,0.123285272,0.224717545,0.152830179,0.315806057,0.003434255,0.001781199,0.003348065,0.008856683,0,0,0
