"year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","Action","Animation","Comedy","Drama","Documentary","Romance","Short","title","cluster"
0.9708737864077683,0.4189526184538653,3.924607297038144E-4,0.8426966292134832,0.02012321440966393,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.0,0.0,0.15343915343915343,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1 - Nenokkadine","cluster_0"
0.8155339805825257,0.2543640897755611,0.0011428179020392746,0.5393258426966292,7.872313890316942E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"1 chance sur 2","cluster_2"
0.9902912621359228,0.2543640897755611,5.356750210443758E-4,0.7078651685393258,0.09897953367685591,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.2857142857142857,0.15343915343915343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"10 Cloverfield Lane","cluster_2"
0.893203883495147,0.20947630922693267,3.532142995905618E-6,0.7415730337078652,8.40842128786541E-5,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.2857142857142857,0.15343915343915343,0.22222222222222227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"10 Questions for the Dalai Lama","cluster_0"
0.9611650485436911,0.22942643391521197,8.92464320775384E-5,0.30337078651685395,0.0010146537903075168,0.15343915343915343,0.42028985507246375,0.42028985507246375,0.5918367346938775,0.3186813186813187,0.13043478260869565,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"10 Rules for Sleeping Around","cluster_3"
0.8252427184466029,0.23690773067331672,0.0010713893278045806,0.696629213483146,0.13127802924663368,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.2857142857142857,0.15343915343915343,0.11111111111111112,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"10 Things I Hate About You","cluster_1"
0.6699029126213603,0.24688279301745633,1.6138929205457934E-4,0.595505617977528,0.0023063904566111354,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"10 to Midnight","cluster_2"
0.9126213592233015,0.26683291770573564,0.0037499608616056055,0.46067415730337075,0.06265176777181916,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.0,0.047619047619047616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"10,000 BC","cluster_2"
0.9126213592233015,0.2543640897755611,3.571035854576408E-4,0.5056179775280898,0.005719419446477577,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100 Feet","cluster_0"
0.9514563106796103,0.20448877805486285,5.317857351772968E-6,0.33707865168539325,1.7268301436824263E-4,0.15343915343915343,0.42028985507246375,0.42028985507246375,0.5918367346938775,0.3186813186813187,0.42028985507246375,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100 Ghost Street: The Return of Richard Speck","cluster_0"
0.8543689320388346,0.23940149625935161,3.9246430113252614E-5,0.5393258426966292,8.239124214955368E-5,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"100 Mile Rule","cluster_3"
0.533980582524272,0.26932668329177056,1.3996071978417113E-4,0.5617977528089888,8.814734262849507E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,1.0,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"100 Rifles","cluster_1"
0.9029126213592242,0.2194513715710723,2.639285817971943E-6,0.348314606741573,4.0066973922043214E-4,0.15343915343915343,0.42028985507246375,0.42028985507246375,0.5918367346938775,0.3186813186813187,0.13043478260869565,0.0,0.0,0.047619047619047616,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100 Tears","cluster_0"
0.7961165048543677,0.25187032418952615,0.0026785322480851956,0.5168539325842696,0.04373394852127472,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.5384615384615385,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"101 Dalmatians","cluster_3"
0.8349514563106801,0.24438902743142144,0.0030356751192586657,0.42696629213483145,0.015171275027045208,0.047619047619047616,0.13043478260869565,0.42028985507246375,0.5918367346938775,0.5384615384615385,0.42028985507246375,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"102 Dalmatians","cluster_3"
0.893203883495147,0.2618453865336658,2.856750112229468E-4,0.6067415730337078,0.002895544270338081,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"10th & Wolf","cluster_2"
0.8640776699029118,0.20947630922693267,2.1424643698825287E-4,0.696629213483146,0.02175015928032943,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.2857142857142857,0.15343915343915343,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"11:14","cluster_2"
0.9029126213592242,0.3915211970074813,1.428178627535589E-4,0.7640449438202246,0.006454733066483525,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.2857142857142857,0.15343915343915343,0.22222222222222227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"12","cluster_2"
0.41747572815534184,0.2344139650872818,1.2460714775242366E-5,0.8876404494382022,0.26881384263159885,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.0,0.14285714285714285,0.36507936507936506,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"12 Angry Men","cluster_2"
0.9223300970873787,0.2643391521197007,7.856750308658047E-4,0.5168539325842696,0.012950097430465459,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"12 Rounds","cluster_0"
0.9611650485436911,0.23192019950124687,1.428178627535589E-4,0.49438202247191015,0.002019714079816798,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.11111111111111112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"12 Rounds 2: Reloaded","cluster_0"
0.9611650485436911,0.32917705735660846,7.142464566311107E-4,0.797752808988764,0.2657173991680742,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.42857142857142855,0.25925925925925924,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"12 Years a Slave","cluster_2"
0.8834951456310698,0.2194513715710723,1.4246429131109715E-5,0.7415730337078652,0.003218901679596261,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.4878048780487805,0.42857142857142855,0.15343915343915343,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"12 and Holding","cluster_2"
0.4466019417475735,0.17955112219451372,5.317857351772968E-6,0.20224719101123595,1.4108089409170147E-4,0.25925925925925924,0.7101449275362319,0.42028985507246375,0.5918367346938775,0.09890109890109891,0.13043478260869565,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12 to the Moon","cluster_0"
0.9126213592233015,0.2793017456359102,1.071035756362119E-4,0.7191011235955056,0.00247343023521571,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.14285714285714285,0.15343915343915343,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"120","cluster_2"
0.9320388349514559,0.22942643391521197,6.428178823964167E-4,0.7415730337078652,0.16249358787336354,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.4878048780487805,0.42857142857142855,0.15343915343915343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"127 Hours","cluster_2"
0.873786407766989,0.23940149625935161,0.0013213893376260097,0.5730337078651684,0.07111436412301578,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"13 Going on 30","cluster_3"
0.9902912621359228,0.3541147132169576,0.0017856750701515207,0.7078651685393258,0.03928482144519882,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.2857142857142857,0.15343915343915343,0.11111111111111112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"13 Hours","cluster_2"
0.8543689320388346,0.22693266832917705,7.13892885188649E-5,0.550561797752809,3.312579393273151E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.11111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"13 Moons","cluster_3"
0.9708737864077683,0.22693266832917705,1.428178627535589E-4,0.595505617977528,0.013827620591715844,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"13 Sins","cluster_0"
0.9029126213592242,0.2793017456359102,8.928178922178458E-4,0.651685393258427,0.12173757486457645,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1408","cluster_0"
0.7572815533980588,0.3790523690773067,0.0016785322087994796,0.6179775280898876,0.012866013217586805,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1492: Conquest of Paradise","cluster_2"
0.8446601941747574,0.2942643391521197,0.0021428179413249906,0.5730337078651684,0.024182393894470366,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"15 Minutes","cluster_2"
0.893203883495147,0.24937655860349126,0.0018571036443862147,0.6292134831460674,0.06443051568452733,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.7101449275362319,0.7317073170731708,0.14285714285714285,0.047619047619047616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"16 Blocks","cluster_2"
0.9029126213592242,0.35162094763092266,4.285321596923348E-4,0.5280898876404494,7.49986032991485E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1612: Khroniki smutnogo vremeni","cluster_2"
0.9223300970873787,0.24937655860349126,7.142464566311107E-4,0.6067415730337078,0.08489458153431681,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"17 Again","cluster_2"
0.5631067961165037,0.4139650872817955,1.428178627535589E-4,0.7415730337078652,0.0033300734241405215,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.14285714285714285,0.15343915343915343,0.22222222222222227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1776","cluster_2"
0.6310679611650478,0.34912718204488774,0.0012499607633913157,0.550561797752809,0.01437952904940258,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"1941","cluster_3"
0.9514563106796103,0.2344139650872818,2.856750112229468E-4,0.5617977528089888,0.0066759479084193135,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"2 Days in New York","cluster_1"
0.8640776699029118,0.2618453865336658,0.0027142465352025425,0.550561797752809,0.11222138639630301,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"2 Fast 2 Furious","cluster_0"
0.9611650485436911,0.26683291770573564,0.002178532228442338,0.6404494382022472,0.09170935304252235,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.7101449275362319,0.7317073170731708,0.14285714285714285,0.047619047619047616,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"2 Guns","cluster_2"
0.8155339805825257,0.2119700748129676,2.103571511211738E-6,0.48314606741573035,6.371213177181238E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"20 Dates","cluster_3"
0.9417475728155331,0.23690773067331672,1.746428640038268E-6,0.5730337078651684,6.997612346948395E-5,0.15343915343915343,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.0,0.14285714285714285,0.15343915343915343,0.22222222222222227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"20 Year Old Virgins","cluster_3"
0.9126213592233015,0.23192019950124687,3.567500140151791E-5,0.2584269662921348,5.090198658828589E-4,0.25925925925925924,0.42028985507246375,0.42028985507246375,0.5918367346938775,0.09890109890109891,0.13043478260869565,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"20 Years After","cluster_2"
0.019417475728154443,0.256857855361596,7.103571707640317E-6,0.6741573033707864,3.826113847766944E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.22222222222222227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"20,000 Leagues Under the Sea","cluster_0"
0.3883495145631066,0.31172069825436405,1.7853214987090588E-4,0.696629213483146,0.012698973438982231,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"20,000 Leagues Under the Sea","cluster_2"
0.9223300970873787,0.341645885286783,7.142464566311107E-4,0.6179775280898876,4.2888591803877244E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"20-seiki shnen: Dai 2 sh - Saigo no kib","cluster_2"
0.9126213592233015,0.34912718204488774,7.142464566311107E-4,0.6404494382022472,8.83730720590418E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20-seiki shnen: Honkaku kagaku bken eiga","cluster_0"
0.8252427184466029,0.24688279301745633,2.1424643698825287E-4,0.550561797752809,0.007193432627947674,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"200 Cigarettes","cluster_1"
0.5533980582524265,0.23940149625935161,2.4210715236849527E-5,0.550561797752809,6.269634933435213E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.14285714285714285,0.047619047619047616,0.11111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"200 Motels","cluster_3"
0.8834951456310698,0.2119700748129676,1.071035756362119E-4,0.49438202247191015,0.005700796768457473,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.3186813186813187,0.42028985507246375,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"2001 Maniacs","cluster_3"
0.5242718446601948,0.36658354114713215,4.285321596923348E-4,0.8202247191011236,0.2535054369754965,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.2439024390243903,0.14285714285714285,0.25925925925925924,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2001: A Space Odyssey","cluster_0"
0.8349514563106801,0.24189526184538654,0.0016071036345647856,0.2584269662921348,0.005242566024447627,0.25925925925925924,0.42028985507246375,0.42028985507246375,0.5918367346938775,0.09890109890109891,0.13043478260869565,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"2001: A Space Travesty","cluster_3"
0.8543689320388346,0.33416458852867825,2.4996072410559983E-4,0.5842696629213484,0.0014204024417152504,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"2009 loseuteu maemorijeu","cluster_2"
0.6796116504854375,0.28428927680798,9.999607535698867E-4,0.651685393258427,0.023686353470843944,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2010","cluster_0"
0.9514563106796103,0.2119700748129676,8.92464320775384E-5,0.46067415730337075,0.004944603176125953,0.36507936507936506,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.0,0.0,0.047619047619047616,0.33333333333333337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"2016: Obama's America","cluster_0"
0.873786407766989,0.3167082294264339,4.285321596923348E-4,0.7303370786516854,0.02381389059910284,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.2857142857142857,0.15343915343915343,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"2046","cluster_1"
0.9902912621359228,0.29177057356608477,2.4996072410559983E-4,0.752808988764045,0.0018103500329847133,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.4878048780487805,0.42857142857142855,0.15343915343915343,0.11111111111111112,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"20th Century Women","cluster_2"
0.9126213592233015,0.3017456359102244,0.0012499607633913157,0.651685393258427,0.11036306885932712,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.7101449275362319,0.7317073170731708,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"21","cluster_2"
0.9611650485436911,0.22693266832917705,4.6424644680968184E-4,0.550561797752809,0.03510036212643895,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.7101449275362319,0.2439024390243903,0.0,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"21 & Over","cluster_3"
0.8640776699029118,0.30423940149625933,7.142464566311107E-4,0.752808988764045,0.10981059607806402,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.4878048780487805,0.42857142857142855,0.15343915343915343,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"21 Grams","cluster_2"
0.9514563106796103,0.26932668329177056,0.0014999607732127445,0.696629213483146,0.23922297158122902,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.2857142857142857,0.15343915343915343,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"21 Jump Street","cluster_3"
0.9708737864077683,0.27431421446384036,0.0017856750701515207,0.6853932584269662,0.15407557308469988,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.2857142857142857,0.047619047619047616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"22 Jump Street","cluster_3"
0.9708737864077683,0.23940149625935161,3.567500140151791E-5,0.6067415730337078,3.933335327276637E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.3186813186813187,0.42028985507246375,0.4878048780487805,0.14285714285714285,0.047619047619047616,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"23 Blast","cluster_2"
0.40776699029126107,0.25187032418952615,4.9067859070523034E-5,0.6741573033707864,4.209853879696371E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.7317073170731708,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23 Paces to Baker Street","cluster_0"
0.9805825242718456,0.2344139650872818,7.13892885188649E-5,0.2584269662921348,1.1850795103702974E-5,0.25925925925925924,0.42028985507246375,0.42028985507246375,0.18367346938775508,0.09890109890109891,0.13043478260869565,0.0,0.0,0.25925925925925924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"24 Hours","cluster_0"
0.9417475728155331,0.2144638403990025,2.3175000910446463E-5,0.44943820224719105,0.0022189203022742804,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.5918367346938775,0.5384615384615385,0.42028985507246375,0.0,0.0,0.047619047619047616,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"247F","cluster_0"
0.8446601941747574,0.22942643391521197,7.103571707640317E-6,0.696629213483146,4.3678644810790776E-4,0.047619047619047616,0.13043478260869565,0.13043478260869565,0.18367346938775508,0.09890109890109891,0.42028985507246375,0.4878048780487805,0.2857142857142857,0.15343915343915343,0.11111111111111112,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"25 Watts","cluster_2"
